56,0
7,0
3,0
36,0
29,0
40,0
299,0
112,0
109,0
47,0
76,0
124,0
103,0
99,0
114,0
60,0
49,0
274,0
296,0
275,0
98,0
31,0
12,0
57,0
196,0
152,0
52,0
209,0
64,0
158,0
153,0
21,0
66,0
191,0
30,0
151,0
232,0
302,0
110,0
0,0
309,0
129,0
208,0
102,0
204,0
198,0
197,0
271,0
6,0
39,0
222,0
45,0
113,0
157,0
32,0
127,0
33,0
41,0
62,0
133,0
77,0
46,0
55,0
245,0
122,0
83,0
51,0
132,0
123,0
50,0
59,0
17,0
149,0
4,0
156,0
194,0
273,0
215,0
128,0
87,0
199,0
240,0
117,0
16,0
281,0
48,0
131,0
71,0
190,0
28,0
202,0
224,0
53,0
34,0
13,0
290,0
5,0
300,0
150,0
120,0
72,0
106,0
121,0
298,0
15,0
37,0
154,0
203,0
155,0
43,0
58,0
54,0
81,0
63,0
85,0
221,0
14,0
108,0
35,0
61,0
297,0
22,0
8,0
75,0
19,0
292,0
78,0
272,0
289,0
280,0
84,0
44,0
288,0
20,0
79,0
18,0
67,0
223,0
107,0
104,0
82,0
111,0
118,0
105,0
193,0
1,0
9,0
115,0
80,0
287,0
218,0
195,0
159,0
74,0
101,0
11,0
119,0
70,0
100,0
231,0
125,0
65,0
73,0
2,0
285,0
192,0
69,0
10,0
130,0
38,0
225,0
207,0
301,0
126,0
116,0
42,0
68,0
283,1
261,1
254,1
250,1
263,1
264,1
258,1
266,1
249,1
257,1
206,1
205,1
255,1
267,1
262,1
251,1
268,1
260,1
97,1
259,1
253,1
256,1
307,1
226,1
24,1
284,1
286,1
265,1
269,1
23,1
252,1
291,1
233,1
282,1
310,2
187,2
134,2
185,2
96,2
305,2
236,2
160,2
234,2
139,2
148,2
276,2
303,2
184,2
25,2
247,2
163,2
167,2
173,2
227,2
178,2
293,2
89,2
213,2
228,2
147,2
219,2
93,2
91,2
180,2
189,2
146,2
186,2
92,2
244,2
170,2
304,2
312,2
137,2
311,2
279,2
201,2
177,2
169,2
161,2
217,2
26,2
183,2
164,2
27,2
317,2
243,2
179,2
295,2
135,2
216,2
246,2
182,2
136,2
242,2
140,2
138,2
238,2
90,2
220,2
171,2
172,2
212,2
88,2
86,2
241,2
181,2
95,2
230,2
162,2
176,2
168,2
166,2
143,2
278,2
294,2
200,2
165,2
308,2
306,2
174,2
237,2
94,2
175,2
277,2
141,2
142,2
214,2
188,2
248,2
229,2
144,2
239,2
235,2
270,2
145,2
210,3
211,3
313,4
314,4
316,5
315,5
